DUA;Item;Fecha;Año;Importador;RUC;Regimen;Código NCM;Aduana;Vía Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;País de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN Netos;Kgs. Brutos;Proveedor;Marca;Descripción de Mercadería;Descripción para Filtro
118-410222;0005;21/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85043110;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02469-21;MEDUUT976674;HELSINKI;Finlandia;España;17;U;17;UNIDAD;0;No disponible;1303.72;76.69;1363.97;80.23;46.6;33.55;0.03355;35.31;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;TRAFO AISLAMIENTO. SIN MARCA. KR651 TRAFO AISLAMIENTO MATERIAL HYDRULICO TRAFO AISLAMIENTO 200W W/EARTH 6.6A/6.6A 50/60HZ;TRAFO AISLAMIENTO. SIN MARCA. KR651 TRAFO AISLAMIENTO MATERIAL HYDRULICO TRAFO AISLAMIENTO 200W W/EARTH 6.6A/6.6A 50/60HZ
118-410222;0006;21/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85043110;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02469-21;MEDUUT976674;HELSINKI;Finlandia;España;282;U;282;UNIDAD;0;No disponible;23894.77;84.73;24999.02;88.65;854.25;614.96;0.61496;647.33;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;TRAFO AISLAMIENTO. SIN MARCA. KR661 TRAFO AISLAMIENTO MATERIAL HYDRULICO TRAFO AISLAMIENTO 300W W/EARTH 6.6A/6.6A 50/60HZ;TRAFO AISLAMIENTO. SIN MARCA. KR661 TRAFO AISLAMIENTO MATERIAL HYDRULICO TRAFO AISLAMIENTO 300W W/EARTH 6.6A/6.6A 50/60HZ
118-410222;0007;21/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85043110;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02469-21;MEDUUT976674;HELSINKI;Finlandia;España;314;U;314;UNIDAD;0;No disponible;20211.36;64.37;21145.39;67.34;722.57;520.16;0.52016;547.54;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;TRAFO AISLAMIENTO. SIN MARCA. KR636 TRAFO AISLAMIENTO MATERIAL HYDRULICO TRAFO AISLAMIENTO 65W W/EARTH 6.6A/6.6A 50/60HZ;TRAFO AISLAMIENTO. SIN MARCA. KR636 TRAFO AISLAMIENTO MATERIAL HYDRULICO TRAFO AISLAMIENTO 65W W/EARTH 6.6A/6.6A 50/60HZ
118-410222;0008;21/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85043110;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02469-21;MEDUUT976674;HELSINKI;Finlandia;España;1678;U;1678;UNIDAD;0;No disponible;95940.9;57.18;100374.61;59.82;3429.96;2469.17;2.46917;2599.12;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;TRAFO AISLAMIENTO. SIN MARCA. KR631 TRAFO AISLAMIENTO MATERIAL HYDRULICO TRAFO AISLAMIENTO AGL TX 30/45 W SER. CIRC EARTHED;TRAFO AISLAMIENTO. SIN MARCA. KR631 TRAFO AISLAMIENTO MATERIAL HYDRULICO TRAFO AISLAMIENTO AGL TX 30/45 W SER. CIRC EARTHED
118-418893;0001;28/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;73261900;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02485-21;NTMIA211378;MIAMI;Estados Unidos;España;27;U;27;UNIDAD;0;No disponible;2338.64;86.62;2392.63;88.62;30.06;64.3;0.0643;67.58;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;PLATO BASE. ADB. 867B PLATO BASE ILUMINACION PISTA AEROPUERTO PLATO BASE 867B  RGL 375 TH: PROT. RWY & PARADA RVR;PLATO BASE. ADB. 867B PLATO BASE ILUMINACION PISTA AEROPUERTO PLATO BASE 867B  RGL 375 TH: PROT. RWY & PARADA RVR
118-418893;0002;28/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;73261900;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02485-21;NTMIA211378;MIAMI;Estados Unidos;España;329;U;329;UNIDAD;0;No disponible;18079.32;54.95;18496.7;56.22;232.4;497.1;0.4971;522.45;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;TAPA CIEGA. ADB. 868A TAPA CIEGA ILUMINACION PISTA AEROPUERTO TAPA CIEGA 8. 868A STEEL COVER 3/4X8;TAPA CIEGA. ADB. 868A TAPA CIEGA ILUMINACION PISTA AEROPUERTO TAPA CIEGA 8. 868A STEEL COVER 3/4X8
118-418893;0003;28/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;76169990;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02485-21;NTMIA211378;MIAMI;China;España;2;U;0.7;KILOGRAMO;0;No disponible;25.66;12.83;26.26;13.13;0.33;0.7;0.0007;0.74;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;BRIDA PLANA. ADB. 62B0107/3 BRIDA PLANA ILUMINACION PISTA AEROPUERTO ID UMBRAL: FLANGE FLAT BLACK 2-BOLT 2-11.5 NPT;BRIDA PLANA. ADB. 62B0107/3 BRIDA PLANA ILUMINACION PISTA AEROPUERTO ID UMBRAL: FLANGE FLAT BLACK 2-BOLT 2-11.5 NPT
118-418893;0004;28/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;94054019;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02485-21;NTMIA211378;MIAMI;Estados Unidos;España;3;U;3;UNIDAD;0;No disponible;1774.33;591.44;1815.3;605.1;22.8;48.78;0.04878;51.27;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. 862E LUZ ILUMINACION PISTA AEROPUERTO L-862E (L) LUZ THR ELEV: EREL  GR-L/N-NM-ICAO;LUZ. ADB. 862E LUZ ILUMINACION PISTA AEROPUERTO L-862E (L) LUZ THR ELEV: EREL  GR-L/N-NM-ICAO
118-418893;0005;28/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;94054019;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02485-21;NTMIA211378;MIAMI;Estados Unidos;España;3;U;3;UNIDAD;0;No disponible;1774.33;591.44;1815.3;605.1;22.8;48.78;0.04878;51.27;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. 862E LUZ ILUMINACION PISTA AEROPUERTO L-862E (L) LUZ THR ELEV: EREL  RG-R/N-NM-ICAO;LUZ. ADB. 862E LUZ ILUMINACION PISTA AEROPUERTO L-862E (L) LUZ THR ELEV: EREL  RG-R/N-NM-ICAO
118-418893;0006;28/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02485-21;NTMIA211378;MIAMI;Estados Unidos;España;1;U;1;UNIDAD;0;No disponible;6026.03;6026.03;6165.15;6165.15;77.46;165.68;0.16568;174.13;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. L849V LUZ ILUMINACION PISTA AEROPUERTO LUZ ID UMBRAL: LED REIL L849V(L) STYE NO-SENS MNT 1 LEG;LUZ. ADB. L849V LUZ ILUMINACION PISTA AEROPUERTO LUZ ID UMBRAL: LED REIL L849V(L) STYE NO-SENS MNT 1 LEG
118-418893;0007;28/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02485-21;NTMIA211378;MIAMI;Estados Unidos;España;9;U;9;UNIDAD;0;No disponible;20847;2316.33;21328.27;2369.81;267.98;573.2;0.5732;602.43;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. ERGL240V LUZ ILUMINACION PISTA AEROPUERTO LUZ INDICADORA PARADA VSR: ERGL240V FAA W/ PHOTO;LUZ. ADB. ERGL240V LUZ ILUMINACION PISTA AEROPUERTO LUZ INDICADORA PARADA VSR: ERGL240V FAA W/ PHOTO
118-418893;0008;28/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;02485-21;NTMIA211378;MIAMI;Estados Unidos;España;18;U;18;UNIDAD;0;No disponible;38207.32;2122.63;39089.36;2171.63;491.14;1050.53;1.05053;1104.1;SAMPOL INGENIERIA Y OBRAS S.A.;ADB;LUZ. ADB. L-804 LUZ ILUMINACION PISTA AEROPUERTO LUZ PROT RWY ELEV L-804 (L): ERGL CUR NONMON W/O PH;LUZ. ADB. L-804 LUZ ILUMINACION PISTA AEROPUERTO LUZ PROT RWY ELEV L-804 (L): ERGL CUR NONMON W/O PH
118-420885;0001;29/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85309000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02560-21;HLCUMUC210920672;ANTWERPEN;Suecia;España;1838;U;1838;UNIDAD;0;No disponible;60302.07;32.81;65465.88;35.62;4509.14;4131.61;4.13161;4349.06;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;BASE BALIZA. ADB. 8-135-0-SM BASE BALIZA ILUMINACION PISTA AEROPUERTO BASE BALIZA 8: SEMIPROFUNDA BASE 8-135-0-S-M;BASE BALIZA. ADB. 8-135-0-SM BASE BALIZA ILUMINACION PISTA AEROPUERTO BASE BALIZA 8: SEMIPROFUNDA BASE 8-135-0-S-M
118-420885;0002;29/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85309000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02560-21;HLCUMUC210920672;ANTWERPEN;Bélgica;España;8;U;8;UNIDAD;0;No disponible;4588.57;573.57;4981.5;622.69;343.11;314.38;0.31438;330.93;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ. ADB. L850-D LUZ ILUMINACION PISTA AEROPUERTO L-850D LUZ THR EMP: SL-RT-L-12-L-S-FN-1C-L;LUZ. ADB. L850-D LUZ ILUMINACION PISTA AEROPUERTO L-850D LUZ THR EMP: SL-RT-L-12-L-S-FN-1C-L
118-420885;0003;29/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85309000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02560-21;HLCUMUC210920672;ANTWERPEN;Bélgica;España;8;U;8;UNIDAD;0;No disponible;4588.57;573.57;4981.5;622.69;343.11;314.38;0.31438;330.93;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ. ADB. L850-D LUZ ILUMINACION PISTA AEROPUERTO L-850D LUZ THR EMP: SL-RT-L-12-R-S-FN-1C-L;LUZ. ADB. L850-D LUZ ILUMINACION PISTA AEROPUERTO L-850D LUZ THR EMP: SL-RT-L-12-R-S-FN-1C-L
118-420885;0004;29/10/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85309000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02560-21;HLCUMUC210920672;ANTWERPEN;Bélgica;España;5;U;5;UNIDAD;0;No disponible;3453.46;690.69;3749.19;749.84;258.23;236.61;0.23661;249.06;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ. ADB. L850-D LUZ ILUMINACION PISTA AEROPUERTO L-850D LUZ THR EMP: SL-RW-L-12-L-S-FN-1C-L;LUZ. ADB. L850-D LUZ ILUMINACION PISTA AEROPUERTO L-850D LUZ THR EMP: SL-RW-L-12-L-S-FN-1C-L
118-485884;0001;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;77;U;77;UNIDAD;0;No disponible;39521.14;513.26;40091.14;520.66;169.08;279.39;0.27939;294.09;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SIRCS1BS0WRM GA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-850A (L) LUZ RWY-C BD: SL-RC-I-8-B-S-S-WR-1C.;LUZ ( BALIZA ). ADB. SIRCS1BS0WRM GA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-850A (L) LUZ RWY-C BD: SL-RC-I-8-B-S-S-WR-1C.
118-485884;0002;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;152;U;152;UNIDAD;0;No disponible;78128;514;79254.8;521.41;334.25;552.31;0.55231;581.38;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SIRCS1BS0WWM GA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-850A (L) LUZ RWY-C BD: SL-RC-I-8-B-S-S-WW-1C;LUZ ( BALIZA ). ADB. SIRCS1BS0WWM GA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-850A (L) LUZ RWY-C BD: SL-RC-I-8-B-S-S-WW-1C
118-485884;0003;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Suecia;España;90;U;90;UNIDAD;0;No disponible;38207;424.52;38758.05;430.65;163.46;270.1;0.2701;284.31;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SIRZS1UL0WNM GA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-850B (L) LUZ TDZ: SL-RZ-I-8-U-L-S-W-1C-L850BL;LUZ ( BALIZA ). ADB. SIRZS1UL0WNM GA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-850B (L) LUZ TDZ: SL-RZ-I-8-U-L-S-W-1C-L850BL
118-485884;0004;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;90;U;90;UNIDAD;0;No disponible;38207;424.52;38758.05;430.65;163.46;270.1;0.2701;284.31;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SIRZS1UR0WNM GA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-850B (L) LUZ TDZ: SL-RZ-I-8-U-R-S-W-1C-L850BL.;LUZ ( BALIZA ). ADB. SIRZS1UR0WNM GA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-850B (L) LUZ TDZ: SL-RZ-I-8-U-R-S-W-1C-L850BL.
118-485884;0005;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;6;U;6;UNIDAD;0;No disponible;2558.8;426.47;2595.71;432.62;10.94;18.08;0.01808;19.04;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SIRXS1US0YNMI A23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ RETIL: SL-RX-I-8-U-S-S-Y-1C.;LUZ ( BALIZA ). ADB. SIRXS1US0YNMI A23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ RETIL: SL-RX-I-8-U-S-S-Y-1C.
118-485884;0006;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Suecia;España;504;U;504;UNIDAD;0;No disponible;262208.01;520.25;265989.72;527.76;1121.81;1853.65;1.85365;1951.21;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1BW0G GMIA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C BDIR: SL-TC-I-8-B-W-S-GG-1C.;LUZ ( BALIZA ). ADB. SITCS1BW0G GMIA23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C BDIR: SL-TC-I-8-B-W-S-GG-1C.
118-485884;0007;16/12/2021;2021;SAMPOL PERU S.A.C.;20549131761;IMPORTACION DEFINITIVA;85308090;MARITIMA DEL CALLAO;MARITIMO;AGENCIA COLUMBUS S.A.C.;02940-21;MAEU214335741;ANTWERPEN;Bélgica;España;234;U;234;UNIDAD;0;No disponible;121739.43;520.25;123495.23;527.76;520.84;860.62;0.86062;905.91;SAMPOL INGENIERIA Y OBRAS. S.A.;ADB;LUZ ( BALIZA ). ADB. SITCS1BC0GGMI A23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C BDIR:SL-TC-I-8-B-C-S-GG-1C.;LUZ ( BALIZA ). ADB. SITCS1BC0GGMI A23 LUZ BALIZA ILUMINACION PISTA AEROPUERTO L-852C (L) LUZ TWY-C BDIR:SL-TC-I-8-B-C-S-GG-1C.
